recall_number,product_description,reason_for_recall,recalling_firm,classification,status,voluntary_mandated,distribution_pattern,code_info,product_type,city,state,country,recall_initiation_date,center_classification_date,report_date,event_id
F-0533-2016,Masago Lake Smelt Roe  6 oz.  UPC Code:4866010101,Product contains undeclared soy and wheat.,Ocean Group Inc.,Class I,Terminated,Voluntary: Firm initiated,U.S. distribution in CA only (Los Angeles and San Diego).  No foreign distribution.,N/A,Food,Los Angeles,CA,United States,20151216,20160202,20160210,72907
F-2693-2015,DZ Lime Fruit Bar - Single Serve Snack; 6 Pak Lime Fruit Bars,Five patients who were treated in a single hospital in Kansas were infected with one of four rare strains of Listeria monocytogenes.,"Blue Bell Creameries, L.P.",Class I,Terminated,Voluntary: Firm initiated,"FL, GA, SC, NC, VA, OH, KY, TN, AL, MS, IN, IL, MT, AR, LA, TX, Ok, KS, NM, CO, WY, AZ, NV and Bermuda, Belize, Saudia Arabia, Yemen, Oman, UAE, Qatar, Egypt, Jordan, Kuwait, Dominican Republic, Panama, Turks and Caicos, Haiti, Trinadad and Tobago, Puerto Rico, Chile, Peru, China, Mexico, Philippines, Tortola, St. Thomas and St. Croix, Anguilla, St, Kitts and Nevis, Montserrat, and Dominica",all lot codes within expiry,Food,Brenham,TX,United States,20150313,20150619,20150701,70738
F-2242-2012,"Finest Traditions Blue Cheese Potato Salad, 8 lb., 10 733147 10137 4","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","Garden-Fresh Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI,"38760, 08/01/12-08/08/12          Acme Homestyle Potato Salad, 4209, 8/14/2012-8/17/2012",Food,Milwaukee,WI,United States,20120727,20120907,20120919,62707
F-2949-2017,"Dierbergs Kitchen, Grilled Chicken Caesar Wrap, NET WT. 10 oz, UPC 0 233983 804994",Undeclared anchovy in wraps.,"Dierbergs Markets, Inc Corporate Office",Class I,Terminated,Voluntary: Firm initiated,Product was distributed to the firm's retail grocery stores in eastern Missouri and western Missouri.,7/2/17 and earlier.,Food,Chesterfield,MO,United States,20170628,20170727,20170802,77665
F-0339-2017,"Muscle Milk 14 oz, 25 g protein.  Vanilla Creme    UPC (case):  8-76063-00222-6;    UPC (unit):  8-76063-00202-8",Products recalled due to premature spoilage (swelled containers & foul odor).,"H.P. Hood, LLC",Class II,Terminated,Voluntary: Firm initiated,"USA, Canada, Australia and south Africa","HP Hood lot numbers: A15335, B15336, A16008, B16009, B16042, C16043  A16046, A16059, A16060, B16061, B16105, C16106, C16127, D16128  A16157, B16158, B15350, C16046, A15349, C16102, C16135, D16136  C16158",Food,Sacramento,CA,United States,20160609,20161107,20161116,74394
F-0288-2014,"Reser's Homestyle Recipe Potato Salad with Egg, Formula PO.81, packaged  in 2/8-lb carton cases. Reser's Fine Foods, Inc., Beaverton, OR.",The recalled products are potentially contaminated with Listeria monocytogenes.,"Reser's Fine Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"Distribution was made to AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, VA, WI, WV AND WY.   Distribution was also made to Canada.",Use by dates 10/11/13-11/29/13.,Food,Beaverton,OR,United States,20131022,20131224,20140101,66563
F-1459-2019,"Regal's Fundraising Cookies: Cornflake flavor.  Net Weight 12 oz. (340 grams).    All varieties have the same ingredient list:  Flour, Sugar, Cotton Seed Oil, Butter Blend, Chocolate Chips, Salted Butter, Vanilla Extract, Salt, Baking Soda.    Regal Foods,  Honolulu, HI  www.regalfoodsusa.com","FDA inspection found that allergen sub ingredients are not declared on the label - wheat, soy, milk.",Regal Food Inc./dba The Pizza Shop,Class II,Terminated,Voluntary: Firm initiated,HI only - island of Oahu,all manufacturing codes - i.e.05/02/19,Food,Honolulu,HI,United States,20190515,20190614,20190626,82877
F-0369-2013,"Sunland Creamy Peanut Butter with Sea Salt, 40 oz, UPC 4868709915, Gluten Free, Produced by Sunland Inc, Portales, NM 88130.","Sunland, Inc. is conducting a voluntary limited recall of its Almond, Peanut, and Cashew Butter products and Tahini and Roasted Blanched Peanut Products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.","Sunland, Incorporated",Class I,Terminated,Voluntary: Firm initiated,National distribution under various brand names including all 50 U.S. States with some international distribution Hong Kong.,"Best-If-Used-By Dates between May 1, 2011 and September 24, 2013.",Food,Portales,NM,United States,20120924,20121023,20121031,63257
F-0412-2019,Internal Cleansing Kit Peppermint,"Routine quality testing identified elevated levels of lead above applicable 2232 levels, which may pose potential health risks to a portion of the population.",NUTRANEXT BUSINESS LLC,Class II,Terminated,Voluntary: Firm initiated,US and Foreign Consignees only. No government consignees.,Batch #  SC69  SC69  SC68  SC69  SC68  SC68  SC65  SC66  SC65  SC65  SC629  SC613  SC607  SC587  SC583  SC576  SC566  SC560  SC556  SC543  SC532  SC527  SC519  SC507,Food,Sunrise,FL,United States,20181001,20181108,20181114,81215
F-0683-2018,"Condies Foods Fresh Fruit, Item Number 40781, UPC  50777222655",Condies Foods is recalling Veggie Cups due to undeclared milk and egg.,"Condies Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"Distributed to Coremark's 124 stores around the region (Nevada, Arizona, Idaho, Wyoming, Colorado, Nebraska, Utah).","USE THRU 01/05/2018,",Food,Kearns,UT,United States,20180102,20180130,20180131,78866
H-0076-2025,"Nature Mills Vallarai Rice Mix, 200g",Undeclared  wheat allergens,NatureMills US Incorporated,Class II,Terminated,Voluntary: Firm initiated,Product is distributed throughout the USA via the firm's website.,VRMIXG (Best By OCT-2025) VRMXIIG (Best By JAN-2026) VRMVH (Best By JUN-2026),Food,Prosper,TX,United States,20250513,20250625,20250702,96878
F-2632-2017,HLSC 12/10oz Summer Herb Crusted Cod Item Number:    1029449,Product may contain undeclared milk.,High Liner Foods Inc.,Class II,Terminated,Voluntary: Firm initiated,Nationwide,Lot Number: 0027056190; 0027056290; 0027114190; 0027115290,Food,Portsmouth,NH,United States,20170609,20170815,20170823,77489
F-1110-2018,"Kitchen's Cravings Egg Salad Sandwich on Oat Multigrain Bread.  Net Wt. 5.5 oz. (156g),  Black bottom clear top plastic clamshell container, UPC 39779-00079   Keep Refrigerated.",Kwik Trip is recalling Kitchen's Cravings Premium Egg Salad Sandwich on Oat Multigrain Bread because it may contain undeclared fish and shellfish.,"Kwik Trip, Inc.",Class I,Terminated,Voluntary: Firm initiated,"IA, MN, WI","Sell By dates:  3/25/18, 3/26/18, 3/27/18, 3/28/18, 3/29/18",Food,La Crosse,WI,United States,20180323,20180419,20180425,79632
F-2198-2017,"SJ TACO Net Wgt: 44.5 LBS INGREDIENTS: Spices including Chili Pepper, Garlic Powder, Sugar, Paprika***Wheat Flour***CONTAINS: SOY, WHEAT spicetec¿ FLAVORS & SEASONINGS 6 Santa Fe Way Cranbury, NJ 08512 (800) 345-7742",During an internal investigation the firm discovered that an ingredient used in various spices may contain Salmonella.,Givaudan Flavours Corp,Class II,Terminated,Voluntary: Firm initiated,"Product was shipped to IL, OH & MO","Item 615040000, Lot #1702394843 PRODUCTION DATE 1/25/2017",Food,Cincinnati,OH,United States,20170327,20170505,20170517,76865
F-0441-2015,"Good Herbs, Inc., WELLNESS PLUS, 1 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Products not manufactured under GMP's,"Good Herbs, Inc.",Class II,Terminated,Voluntary: Firm initiated,"National: AZ, CA, CT, FL, IN, ME, MI, MO, MS, NC, NH, NY, OH, OR, RI, TX, VA & WY  International: None reported","All Lots distributed on or after October 17, 2013",Food,Troy,MI,United States,20140505,20141030,20141105,68422
F-1517-2023,"Power Snacks Honey Roasted Sunflower Kernels, Net Wt 1 oz; UPC 076500722025",Potential to contain undeclared soy and/or wheat allergen due to mislabeling.,Mount Franklin Foods LLC DBA Azar Nut Co.,Class II,Terminated,Voluntary: Firm initiated,Nationwide,"Best Used By: 3/21/2024, 3/23/2024, 3/24/2024, 3/26/2024, 3/27/2024, 4/4/2024, 4/5/2024, 4/6/2024, 4/7/2024, 4/11/2024, 4/12/2024, 4/13/2024, 6/12/2024",Food,El Paso,TX,United States,20230816,20230915,20230927,92844
F-2690-2015,DZ Coconut Bar- Single Serve Snack and 6 Pak Coconut Fruit Bars and 6 Pak Dipped Coconut Fruit Bars,Five patients who were treated in a single hospital in Kansas were infected with one of four rare strains of Listeria monocytogenes.,"Blue Bell Creameries, L.P.",Class I,Terminated,Voluntary: Firm initiated,"FL, GA, SC, NC, VA, OH, KY, TN, AL, MS, IN, IL, MT, AR, LA, TX, Ok, KS, NM, CO, WY, AZ, NV and Bermuda, Belize, Saudia Arabia, Yemen, Oman, UAE, Qatar, Egypt, Jordan, Kuwait, Dominican Republic, Panama, Turks and Caicos, Haiti, Trinadad and Tobago, Puerto Rico, Chile, Peru, China, Mexico, Philippines, Tortola, St. Thomas and St. Croix, Anguilla, St, Kitts and Nevis, Montserrat, and Dominica",all lot codes within expiry,Food,Brenham,TX,United States,20150313,20150619,20150701,70738
F-0370-2013,"Sunland Creamy Peanut Butter, 12 oz, UPC 4868726910; 5 lb UPC 22704; 40 lb UPC 22705; 40 lb UPC 22725; 500 lb UPC 26527; 18 oz UPC 4868726909; 15 lb 4868732722; 500 lb UPC 36527; 30 lb UPC 47730; 40 lb UPC 081725; 35 lb UPC 4868786724; 50 lb UPC 086301.  Produced by Sunland Inc, Portales, NM 88130","Sunland, Inc. is conducting a voluntary limited recall of its Almond Butter and Peanut Butter products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.","Sunland, Incorporated",Class I,Terminated,Voluntary: Firm initiated,National distribution under various brand names including all 50 U.S. States with some international distribution Hong Kong.,"Best-If-Used-By Dates between May 1, 2011 and September 24, 2013.",Food,Portales,NM,United States,20120924,20121023,20121031,63257
F-3212-2015,"Beet + Grapefruit Shrub Sorbet Pint Case, 205, Jeni's Splendid Ice Creams, LLC, pint size, plastic container, 8 pints per case, frozen.    Beet + Grapefruit Shrub Ssorbet Pint, Jeni's Splendid Ice Creams, LLC, pint size, plastic container, individually packed, frozen.",Product may be contaminated with Listeria monocytogenes.,Jeni's Splendid Ice Creams LLC,Class I,Terminated,Voluntary: Firm initiated,"National: AZ, CA, CO, CT, DE, FL, GA, IA, IN, KY, NH, NY, OH, OR, PA, TX, WA & WI. International: None reported.","All lots distributed were between July 1, 2013 and April 22, 2015.",Food,Columbus,OH,United States,20150422,20150909,20150916,71170
F-1135-2018,"ITALIAN ROSE GARLIC SPREAD, Gluten Free, NET WT. 35 LB (16 kg), www.italian-rose.com, Riviera Beach, FL 33404","During a FDA inspection, it was disclosed that the firm is not documenting the mixing time of the product nor is pH monitoring for each kettle/batch mixed being conducted. The product is a shelf stable garlic spread.","Italian Rose Garlic Products, LLC",Class III,Terminated,Voluntary: Firm initiated,Florida consignees only.,"P-1-06517-6A, Exp Date 03/06/2018; P-1-06717-6A, Exp Date 03/08/2018;  P-1-07417-7A, Exp. Date 03/15/2018; P-1-11717-11A, Exp Date 04/27/2018; P-1-12417-4A, Exp Date  05/04/2018; P-1-12917-4A, Exp Date 05/09/2018; P-1-15617-4D, Exp Date 06/05/2018; P-1-18017-4A, Exp Date 06/29/2018; P-1-20517-3A, Exp Date 07/24/2018; P-1-21317-1A, Exp Date 08/01/2018; P-1-25717-8A, Exp Date 9/14/2018; P-1-29417-1A, Exp. Date 10/21/2018; P-1-34317-3A, Exp Date 12/09/2018; P-1-35417-1A, Exp Date 2/20/2018; P-1-03218-5A, Exp Date 02/01/2019; P-1-05018-4A, Exp Date 02/19/2019",Food,Riviera Beach,FL,United States,20180406,20180426,20180502,79823
F-1172-2019,"DAHlicious ORGANIC Lassi India -Style DRINKABLE YOGURT, Grassland Plain, , 32 FL OZ (946 mL), UPC: 7 93573 01459 7",Product was improperly pasteurized.,DAHLICIOUS,Class II,Terminated,Voluntary: Firm initiated,XX,Lot: 2018317-1,Food,Leominster,MA,United States,20181211,20190315,20190327,81737
F-0399-2025,"14019 Cucumber Select 6 CT, 01034 Cucumber Select 5# packaged in polybags Dairyland Produce, LLC",Cucumbers have the potential to be contaminated with Salmonella,HARDIES FRESH FOODS,Class I,Terminated,Voluntary: Firm initiated,Texas,PRODUCT DESCRIPTION LOT CUCUMBER SELECT                  5# X2377626 CUCUMBER SELECT                  5# X2377665 CUCUMBER SELECT                  5# X2378321 CUCUMBER SELECT                  5# X2378322 CUCUMBER SELECT                  5# X2378323 CUCUMBER SELECT                  5# X2378451 CUCUMBER SELECT                  5# X2378845 CUCUMBER SELECT                  5# X2378846 CUCUMBER SELECT                  5# X2378878 CUCUMBER SELECT                  5# X2378986 CUCUMBER SELECT                  5# X2379632 CUCUMBER SELECT                  5# X2380656 CUCUMBER SELECT                  5# X2381011 CUCUMBER SELECT                  5# X2381079 CUCUMBER SELECT                  5# X2381084 CUCUMBER SELECT                  5# X2381089 CUCUMBER SELECT                  5# X2381311 CUCUMBER SELECT                  5# X2381629 CUCUMBER SELECT                  5# X2381657 CUCUMBER SELECT                  5# X2381669 CUCUMBER SELECT                  5# X2381684 CUCUMBER SELECT                  5# X2382260 CUCUMBER SELECT                  5# X2382301 CUCUMBER SELECT                  5# X2382330 CUCUMBER SELECT                  5# X2382712 CUCUMBER SELECT                  5# X2383350 CUCUMBER SELECT                  5# X2383437 CUCUMBER SELECT                  5# X2384557 CUCUMBER SELECT                  5# X2384586  CUCUMBER SELECT                6 CT X2377074 CUCUMBER SELECT                6 CT X2379602 CUCUMBER SELECT                6 CT X2381000 CUCUMBER SELECT                6 CT X2381080 CUCUMBER SELECT                6 CT X2383400 CUCUMBER SELECT                6 CT X2384557 CUCUMBER SELECT                6 CT X2384587,Food,Austin,TX,United States,20241127,20250114,20250122,95905
F-0615-2016,"Mung bean sprouts packaged in 10 lb., 15 lb., and 30 lb. plastic bags.",Listeria monocytogenes was found in the mung bean sprouts and the area where the sprouts are produced.,Wholesome Soy Products,Class I,Terminated,Voluntary: Firm initiated,US: IL,There are no product or production codes associated with these products.,Food,Chicago,IL,United States,20140829,20160217,20160224,69702
F-0480-2015,"Endurance Daily Vanilla Dietary Supplement  Packaged under the label:  Stronger Faster Healthier and Mainer Whey  Packaged in: 2 lb (32 oz), 10 oz. and 30 gram sizes",Protein supplement fails to declare allergen milk,"Maine Natural Health, Inc.",Class I,Terminated,Voluntary: Firm initiated,Nationwide,All lots codes that fail to declare the allergen  milk,Food,Warren,ME,United States,20120921,20141112,20141119,63260
F-1101-2019,Klaire Labs Melatonin Lozenge Formula  Fast Dissolving 1 mg tablets;  Packed in a 75 cc HDPE Bottle  60 Tablets  UPC: 8 28054 17845 8;  SKU: ML1,Small quantity of product labeled as Melatonin Lozenge Formula were filled with L-Theanine.,"ProThera, Inc. dba SFI USA",Class III,Terminated,Voluntary: Firm initiated,One customer in KS.,FG Lot 2018410057;  Expiration Date 8/2020,Food,Reno,NV,United States,20190117,20190227,20190306,82010
F-0003-2020,"QQ Fish brand Mushroom Fish Ball, 200g","Products contain undeclared allergen, specifically egg.",Great One Trading Inc.,Class I,Terminated,Voluntary: Firm initiated,"Products were distributed in: MA, PA, CT",UPC: 8 886325 910123; Exp: 01/19/2020,Food,Brooklyn,NY,United States,20190822,20191002,20190918,83624
F-0729-2025,"Spermidine, Maximum Strength, 10 mg per serving, Support healthy Aging, Dietary Supplement, 120 Capsules, oral consumption, shelf life: 24 months, PETE/White/150cc Plastic bottle/lid, 120 count.Supplement Facts: Spermidine 3HCL 10mg*** Other Ingredients: Hydroxypropyl Methylcellulose, Rice Flour",Undeclared allergen: Wheat,Supplement Manufacturing Partner Inc.,Class I,Terminated,Voluntary: Firm initiated,Product was distributed throughout the United States and Germany.,Lot 12792402-44,Food,Largo,FL,United States,20250404,20250422,20250430,96657
F-1641-2019,"CALIFIA FARMS XX ESPRESSO COLD BREW COFFEE - 48 FL OZ, UPC: 5290900349",Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,"C & S Wholesale Grocers, Inc.",Class II,Terminated,Voluntary: Firm initiated,"Two Target Stores 1. 98 Veterans Memorial Highway in Commack, New York 2. 160 North Research Place in Central Islip, New York","Exact codes are unknown. The product being recalled was sold on June 17, 2019 at Target Stores in Commack, NY and Central Islip, NY.",Food,Westfield,MA,United States,20190617,20190724,20190731,83178
