status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info
Terminated,Chicago,IL,United States,Class I,Food,69702,Wholesome Soy Products,1150 W 40th St,,60609-2505,Voluntary: Firm initiated,Telephone,US: IL,F-0615-2016,"Mung bean sprouts packaged in 10 lb., 15 lb., and 30 lb. plastic bags.","110,000 lbs. of mung bean sprouts",Listeria monocytogenes was found in the mung bean sprouts and the area where the sprouts are produced.,20140829,20160217,20160413,20160224,There are no product or production codes associated with these products.,
Terminated,Warren,ME,United States,Class I,Food,63260,"Maine Natural Health, Inc.",825 Atlantic Hwy,,04864-4617,Voluntary: Firm initiated,Press Release,Nationwide,F-0480-2015,"Endurance Daily Vanilla Dietary Supplement  Packaged under the label:  Stronger Faster Healthier and Mainer Whey  Packaged in: 2 lb (32 oz), 10 oz. and 30 gram sizes",1032 units,Protein supplement fails to declare allergen milk,20120921,20141112,20150302,20141119,All lots codes that fail to declare the allergen  milk,
Terminated,Reno,NV,United States,Class III,Food,82010,"ProThera, Inc. dba SFI USA",795 Trademark Dr,,89521-5920,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",One customer in KS.,F-1101-2019,Klaire Labs Melatonin Lozenge Formula  Fast Dissolving 1 mg tablets;  Packed in a 75 cc HDPE Bottle  60 Tablets  UPC: 8 28054 17845 8;  SKU: ML1,120 bottles,Small quantity of product labeled as Melatonin Lozenge Formula were filled with L-Theanine.,20190117,20190227,20190326,20190306,FG Lot 2018410057;  Expiration Date 8/2020,
Terminated,Brooklyn,NY,United States,Class I,Food,83624,Great One Trading Inc.,4120 2nd Ave,,11232-3315,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Products were distributed in: MA, PA, CT",F-0003-2020,"QQ Fish brand Mushroom Fish Ball, 200g","40 cartons; 50-200g packets/carton; total: 2,000 packets","Products contain undeclared allergen, specifically egg.",20190822,20191002,20200804,20190918,UPC: 8 886325 910123; Exp: 01/19/2020,
Terminated,Largo,FL,United States,Class I,Food,96657,Supplement Manufacturing Partner Inc.,12333 Enterprise Blvd,N/A,33773-2710,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Product was distributed throughout the United States and Germany.,F-0729-2025,"Spermidine, Maximum Strength, 10 mg per serving, Support healthy Aging, Dietary Supplement, 120 Capsules, oral consumption, shelf life: 24 months, PETE/White/150cc Plastic bottle/lid, 120 count.Supplement Facts: Spermidine 3HCL 10mg*** Other Ingredients: Hydroxypropyl Methylcellulose, Rice Flour","6,465 bottles",Undeclared allergen: Wheat,20250404,20250422,20250903,20250430,Lot 12792402-44,
Terminated,Westfield,MA,United States,Class II,Food,83178,"C & S Wholesale Grocers, Inc.",53 Summit Lock Road,53 Medieros Way,01085-9777,Voluntary: Firm initiated,Telephone,"Two Target Stores 1. 98 Veterans Memorial Highway in Commack, New York 2. 160 North Research Place in Central Islip, New York",F-1641-2019,"CALIFIA FARMS XX ESPRESSO COLD BREW COFFEE - 48 FL OZ, UPC: 5290900349",Unknown,Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,20190617,20190724,20190731,20190731,"Exact codes are unknown. The product being recalled was sold on June 17, 2019 at Target Stores in Commack, NY and Central Islip, NY.",
Terminated,Walton,NY,United States,Class I,Food,76649,Vulto Creamery,44 West St,N/A,13856-1479,Voluntary: Firm initiated,Letter,"Nationwide with most being sold at retail locations in the Northeastern and Mid-Atlantic States, California, Chicago IL, Portland Oregon and Washington, DC.",F-1859-2017,"artisanal cheese VULTO Creamery HANDMADE CHEESE, Walton Umber, NET WT. 4 lbs",484 wheels,Listeria monocytogenes contamination,20170303,20170404,20190614,20170412,all lots,
Terminated,Pittsburgh,PA,United States,Class I,Food,70792,"Giant Eagle, Inc.",101 Kappa Dr,N/A,15238-2809,Voluntary: Firm initiated,E-Mail,MD OH PA WV,F-2187-2015,"Apricot Filled Cookie OTC  Sell By: (all dates up to) 3/23/2015  Net WT. 1 OZ  Contains:Egg, Wheat, Soy  ;   Cookies affected are only sold direct from bakery counter and packaged at time per customer request and packed either in clam shell plastic or wax paper.  ;   Net Weight on label may differ depending on number of cookies a customer requested. Net Weights listed above are for 1 cookie.",Apricot Filled 2731 cookies,"On 3/20/2015, it was discovered that the labels for Apricot Filled Cookie, served over the counter at retail Eagle and affiliate stores, did not declare the milk allergen. Milk was not included on the labels which state ""contains: egg, wheat, soy.""",20150320,20150604,20150817,20150610,all dates up to 3/23/2015,
Terminated,Warrensburg,NY,United States,Class I,Food,67843,"Oscar's Hickory House, Inc.",22 Raymond Ln,,12885-1108,Voluntary: Firm initiated,Press Release,Nationwide through internet mail order sales and to NY retail stores,F-0066-2015,"OSCAR'S SMOKE HOUSE GARLIC CHEDDAR SPREAD, NET WT 7 OZS, keep refrigerated.  Distributed by: Oscar's Smoke House Warrensburg, NY 12885.","2,107 units",Products were recalled due to potential Listeria monocytogenes contamination.,20140326,20141022,20180608,20141029,lot numbers: 719-959,
Terminated,Gastonia,NC,United States,Class I,Food,63222,3fish Inc.,700 Tulip Dr,N/A,28052-1893,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",NC and SC,F-0046-2013,"Harris Teeter, Stuffed Tilapia 8ct (Fresh)",234 lbs (8ct/lb),Products were manufactured with diced onions that were recalled due to Listeria monocytogenes contamination.,20120907,20121009,20140211,20121017,"Item #79203, Lot #22YAW1A1235 (Diced Yellow Onions)",
Terminated,Bagdad,FL,United States,Class II,Food,78927,Hom'ade Foods,4641 Forsyth St,,32530-9401,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",US distribution only.,F-0693-2018,"Mary B's Thins , 22 Biscuits, NET WT. 28.3 oz (1LB 12.3 OZ) 810g","562,302 Cases Total",Products have the potential to be contaminated with Listeria monocytogenes.,20180108,20180131,20190424,20180207,"All  Best If Used By  dates before September 23, 2018 and with the letter ""M"" immediately after the dates",
Terminated,Fargo,ND,United States,Class II,Food,73467,"Specialty Commodities, Inc.",1530 47th St NW,N/A,58102-2858,Voluntary: Firm initiated,Telephone,"CO, AZ, and CA. See distribution spreadsheet in the attached email.",F-1084-2016,"Almonds, dry roasted, not salted, packaged in 25 lb. cardboard cartons",394 cases (9850 lbs.),Cashews were mixed with almonds but allergen was not declared on outside packaging.,20160301,20160420,20180207,20160427,Item number ALMO-033; Manufacturer lot number 1050188-1-16007 (on container label); Warehouse lot number LV0206674,
Terminated,Coral Gables,FL,United States,Class II,Food,94530,"CN Frozen Foods, INC",2330 Ponce De Leon Blvd,N/A,33134-5417,Voluntary: Firm initiated,E-Mail,Product was only sold in Texas.,F-1243-2024,Sysco Classic Riced Cauliflower packed in a 4lb plastic bag (6 units of 4 lb. per carton box).,"3,240 cases",Riced Cauliflower tested positive for Listeria monocytogenes.,20240427,20240515,20240624,20240522,Manufacture #: 30.05.2023  Best Buy Date: 05/2025 Reorder #: 5087729,
Terminated,Beloit,WI,United States,Class II,Food,62019,Kerry Foods,3400 Millington RD,"Beloit, WI 53511 USA",53511-9554,Voluntary: Firm initiated,E-Mail,"AZ, CA, MN, NV, NC, OR, IL, IN, MO, NE, OH, PA, TN, TX, WI.    CANADA, CHILE",F-1503-2012,"KERRY, CULTURED NF BUTTERMILK 986, CODE 031001.010,  CONTAINS MILK,  Item # I2868.465 ,  Net Wt 50 Lb (22.68 Kg)",2400 BG,Kerry has decided to voluntarily recall its lactic acid containing products because they are contaminated with  metal fragments.,20120601,20120618,20130131,20120627,0416205402  0417205401  0418205401,
Terminated,Buffalo,NY,United States,Class III,Food,92770,"The Sausage Maker, Inc.",1500 Clinton St Bldg 7,,14206-3015,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",online orders nationwide,F-0405-2024,The Sausage Maker Instacure #1,995 lbs.,Contains Sodium Nitrite recalled for potential metal contamination,20230725,20231109,20250410,20231115,Lot 30508DA010  Manf. 5/8/23 Cat No. 11-1013,
Terminated,Oakland,CA,United States,Class II,Food,82520,Impossible Foods,550 85th Ave,N/A,94621-1304,Voluntary: Firm initiated,Letter,"CA, MD, NV, WA, ID, UT, MT,",F-1274-2019,"Impossible Foods Bulk, 5 lb. vacuum sealed plastic-pack.  Keep Frozen;  This is a plant product that is looks like and is used like ground beef.  UPC: (01) 00816697020036;  Item # 60-00010","1,649 cases ( 4 x 5 lbs. packs per case)",Piece of plastic was found in bulk product.,20190321,20190410,20190417,20190417,"OAK-19-050-001;  Best is Used by June 19, 2019",
Terminated,Inglewood,CA,United States,Class II,Food,88824,Chocolate and the Chip,705 Vesta St,N/A,90302-3316,Voluntary: Firm initiated,Press Release,Nationwide distribution,F-0043-2022,"Chocolate & the Chip  Boozy Banana Walnut:  Cookies: 4 oz / 114 grams per pack. Cookies are packaged in uniform pairs in a food grade clear resealable bag and label  Corrected Ingredients: Not provided    Labels found during the inspection had undeclared wheat, milk, soy sulfites. Firm had listed ingredients on packaging but what was missing were the sub ingredients and allergen containment.",3000 units (total),Inspection by the California Department of Public Health found undeclared allergens in numerous bakery products.,20211005,20211020,20211130,20211027,"Product manufactured from July 1, 2021 to 9-30-21.",
Terminated,Edison,NJ,United States,Class I,Food,74089,United Natural Trading,96 Executive Ave,,08817-6016,Voluntary: Firm initiated,Telephone,nationwide,F-2346-2016,"Woodstock Farms Mfg. Cape Cod Cranberry Mix Net Wt. 25 Lbs.  Distributed by Woodstock Farms Mfg. Edison, NJ 08817  UPC C250575",107 cases,Walnut pieces may be contaminated with Listeria monoctyogenes which was determined through Third Party Sampling.,20160506,20160919,20170614,20160928,"Lot #16109, #16097  Best by 09/17/16",
Terminated,Marietta,GA,United States,Class II,Food,91329,Something South African LLC,825 Franklin Ct Se Ste B,N/A,30067-8944,Voluntary: Firm initiated,E-Mail,nationwide,F-0263-2023,"Pepper Collection 8 Tube Gift Set - a colorful assortment of dried peppers.  This product contains peppers in 8 different glass tube and packaged in a printed paperboard sleeve and are visible through a window in the sleeve. Net wt. is 4.87oz/138g. The UPC is 6 009686 793712.  Packed in South Africa. US Importer: Something South African, LLC Seattle WA 98199, Email: info@somethingsouthafrican.net.",4200 units,Due to presence of mold (Aspergillus brasiliensis) and Ochratoxin A.,20221212,20230113,20230424,20230125,BBE: JUN/2024. Batch: 494951 -T,
Terminated,Harrison,OH,United States,Class I,Food,66262,JTM Provisions Co Inc,200 Sales Ave,N/A,45030-1485,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Product was shipped to one manufacturer in MN.,F-1902-2013,"Bean & Cheese Burrito Filling, 10 lb bags Labeled in part ""13210 B 1 77220 13:38 KEEP FROZEN BEAN & CHEESE BURRITO FILLING***INGREDIENTS: COOKED PINTO BEANS, WATER, CHEDDAR CHEESE***SOYBEAN OIL***STARCH-MODIFIED, ONIONS, CHEESE SAUCE BASE***CONTAINS LESS THAN 2% OF CHILI PEPPER, SALT, CHICKEN BASE***SODIUM PHOSPHATES, SPICE, CARAMEL COLOR DEHYDRATED, GARLIC, ANNATTTO EXTRACT.""  CONTAINS: Soy, Milk, Wheat JTM Food Group 200 Sales Dr. Harrison, OH 45030 Phone 800.626.2308.",821 cases/3/10 lb bags,Undeclared eggs in the product.  The firm was notified by their customer that the product contains pasta.  The pasta contains eggs which is not declared on the label.,20130911,20130919,20140115,20130925,Lot #13210 B 1 77220 13:38,
Terminated,Auburn,WA,United States,Class I,Food,63217,Floyd Peterson Company Inc.,1102 D St NE,N/A,98002-4015,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product distributed to distributors, retailers, and restaurants in Oregon and Washington.",F-0122-2013,"Ricotta Salata Frescolina Brand Soft Cheese.  Product is packaged in a retail package, wedge shaped, size ranges from 6-7 oz.    The product is labeled in parts: ""***Frescolina Ricotta Salata MARTE***IMPORTED BY FOREVER CHEESE,NY 11106***PRODUCT OF ITALY***""",total 390 lbs,Ricotta Salata Frescolina Brand Cheese is recalled due to the potential contamination with Listeria monocytonenes.,20120910,20121016,20121031,20121024,"manufacturer codes 7022, 7212, 7272 and 7432.",
Terminated,Danville,IL,United States,Class II,Food,93631,The Quaker Oats Co.,1703 E Voorhees St,,61834-6256,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","This product was distributed and sold nationally in all states, Puerto Rico, Guam, and Saipan, as well as outside of the United States.",F-0950-2024,Quaker Chewy Bars Less Sugar Peanut Butter Chocolate Chip 8ct 6.7 oz. Bars are individually wrapped in plastic and then packaged in paperboard boxes.,"22,512,942 total cases for all products",potential Salmonella,20231215,20240227,20241120,20240306,Best Before of Aug-02-24 and any earlier date,
Terminated,Lakeland,FL,United States,Class II,Food,65272,"Florida Nutri Labs, LLC",2715 Badger Rd,N/A,33811-1348,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was distributed to 1 distributor, Kirland Science Labs located in Seattle, WA.",F1583-2013,"""***DIETARY SUPPLEMENT 4HB STACK Bedtime***52 CAPLETS***MANUFACTURED EXCLUSIVELY FOR: Kirkland Science Labs 935 Jackson St #91810 Seattle, WA 98104-2818***"".",2526 bottles,"Customer reported that a product user complained that the caplets were not coated, making them difficult to swallow.",20130522,20130701,20130919,20130710,"Lot #12-194, expiration date 12/2014  UPC #0 13964 66251 1",
Terminated,Nof Ha-Galil,,Israel,Class I,Food,90105,ELITE CONFECTIONERY LTD,Nazareth-Ilit,"5, Gilbo'A",N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Distributed in the US nationwide,F-1203-2022,ELITE PESEK ZMAN WAFER ROLL UPC: 815871011495 NET WT. 1.4 oz (40g),unknown,Potential contamination with Salmonella,20220428,20220604,20221103,20220615,All lots,
Terminated,Northfield,IL,United States,Class III,Food,69142,Kraft Heinz Foods,3 Lakes Dr,N/A,60093-2753,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: Nationwide (AL, AR, CA, CA, FL, GA, IL, IN, KS, MI, NC, NJ, OH, OK, TN, TX, VA)",F-0022-2015,"Individually 2/3 oz. slices of American cheese product individually wrapped in transparent plastic an packaged in 12 oz. and 16 oz.. packages, and 4 lb. cartons under the Kraft brand name.     Cases of 12 oz. packages include 48 packages per case.     Cases of 16 oz. packages include either 12 or 36 packages per case.     Cases of 4 lb. cartons include 8 cartons per case.","7,691 cases","Kraft Foods Group is voluntarily recalling 7,691 cases of select varieties of regular Kraft American Singles Pasteurized Prepared Cheese Product. A supplier did not store an ingredient used in this product in accordance with Kraft's temperature standards.",20140829,20141010,20160808,20141022,"1) 12 oz. packages of singles; UPC (Retail Package): 021000604647; Code Dates: 20 FEB 2015, 21 FEB 2015; UPC Code (Case): 210006046400;     2) 16 oz. packages of singles; UPC (Retail Package): 021000615261; Code Date: 20 FEB 2015; UPC Code (Case): 210006145000;     3) 16 oz. packages of singles; UPC (Retail Package): 021000615261; Code Date: 20 FEB 2015; UPC Code (Case): 210006152600;     4) 4 lb. cartons of singles; UPC (Retail Package): 021000633609; Code Date: 20 FEB 2015; UPC Code (Case): 210006255900",
Terminated,Portsmouth,NH,United States,Class II,Food,77489,High Liner Foods Inc.,1 Highliner Ave,N/A,03801-4146,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,F-2680-2017,"HFS 1/10LB Lightly Breaded Cod Tail Portions 5oz,  Item Number: 02075","693,408 cases (total for all products)",Product may contain undeclared milk.,20170609,20170815,20171214,20170823,Lot Number: 0047138111; 0047050131; 0047138210; 0047082220; 0047082122; 0047030130; 0047118230; 0047097211; 0047075231; 0047042231,
Terminated,Beaverton,OR,United States,Class I,Food,66563,"Reser's Fine Foods, Inc.",15570 SW Jenkins Road,N/A,97006,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distribution was made to AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, VA, WI, WV AND WY.   Distribution was also made to Canada.",F-0272-2014,"Farmstyle Potato Salad, Formula PO.27, packaged in 3/8-lb carton cases. Packaged Exclusively for use by: Yum! Brands Global Restaurants, Louisville, KY.  UPC 885251252626",N/A,The recalled products are potentially contaminated with Listeria monocytogenes.,20131022,20131224,20170124,20140101,Use by dates 10/21/13-12/02/13.,
